Mod:Item:MetaData, Localized Name
ic2:te:53, Fermenteur
ic2:te:54, Four à induction
ic2:te:55, Formeur de métal
ic2:te:56, Usine de lavage de minerai
ic2:te:57, Mineur avancé
ic2:te:58, Récolteuse
ic2:te:59, Machine à culture
ic2:te:60, Mineur
ic2:te:92, Mass Fabricator
ic2:te:93, UU Assembly Bench
ic2:te:61, Générateur de matière
ic2:te:62, Modèle de stockage
ic2:te:63, Réplicateur
ic2:te:64, Scanner
ic2:te:65, Commerce d'énergies
ic2:te:66, Coffre personnel
ic2:te:67, Coffre de commerce
ic2:te:68, Chargeur (BatBox)
ic2:te:68, Chargeur (BatBox)
ic2:te:69, Chargeur (CESU)
ic2:te:69, Chargeur (CESU)
ic2:te:70, Chargeur (MFE)
ic2:te:70, Chargeur (MFE)
ic2:te:71, Chargeur (MFSU)
ic2:te:71, Chargeur (MFSU)
ic2:te:72, BatBox
ic2:te:72, BatBox
ic2:te:73, CESU
ic2:te:73, CESU
ic2:te:74, MFE
ic2:te:74, MFE
ic2:te:75, MFSU
ic2:te:75, MFSU
ic2:te:76, Électrolyseur
ic2:te:77, Transformateur LV
ic2:te:78, Transformateur MV
ic2:te:79, Transformateur HV
ic2:te:80, Transformateur EV
ic2:te:81, Réservoir
ic2:te:82, Chargeur
ic2:te:83, Objet tampon compacte
ic2:te:86, Générateur créatif
ic2:te:87, Ré-pressuriseur à vapeur
ic2:te:90, Distributeur de fluide pondéré
ic2:te:91, Distributeur de fluide pondéré
ic2:te:84, Injecteur de liquide de refroidissement pour réacteur (RSH)
ic2:te:85, Injecteur de liquide de refroidissement pour réacteur (LZH)
ic2:te:88, Plan de travail industriel
ic2:te:89, Batch Crafter
ic2:te:100, Coke Kiln
ic2:te:101, Coke Kiln Hatch
ic2:te:102, Coke Kiln Grate
ic2:te:111, Wooden Storage Box
ic2:te:112, Iron Storage Box
ic2:te:113, Bronze Storage Box
ic2:te:114, Steel Storage Box
ic2:te:115, Iridium Storage Box
ic2:te:131, Bronze Tank
ic2:te:132, Iron Tank
ic2:te:133, Steel Tank
ic2:te:134, Iridium Tank
advanced_solar_panels:machines:0, Molecular Transformer
advanced_solar_panels:machines:1, Quantum Generator
advanced_solar_panels:machines:2, Advanced Solar Panel
advanced_solar_panels:machines:3, Hybrid Solar Panel
advanced_solar_panels:machines:4, Ultimate Hybrid Solar Panel
advanced_solar_panels:machines:5, Quantum Solar Panel
ic2:resource:0, Basalte
ic2:resource:1, Minerai de cuivre
ic2:resource:2, Minerai de plomb
ic2:resource:3, Minerai d'étain
ic2:resource:4, Minerai d'uranium
ic2:resource:5, Bloc de bronze
ic2:resource:6, Bloc de cuivre
ic2:resource:7, Bloc de plomb
ic2:resource:8, Steel Block
ic2:resource:9, Bloc d'étain
ic2:resource:10, Block d'uranium
ic2:resource:11, Pierre renforcée
ic2:resource:12, Bloc de machine
ic2:resource:13, Bloc de machine avancé
ic2:resource:14, Cuve sous pression du réacteur
ic2:resource:15, Bloc d'argent
ic2:leaves, ic2.leaves.name
ic2:rubber_wood, ic2.rubber_wood.name
ic2:sapling, ic2.sapling.rubber.name
ic2:scaffold:0, Échafaudage
ic2:scaffold:1, Échafaudage blindé
ic2:scaffold:2, Échafaudage en fer
ic2:scaffold:3, Échafaudage blindé en fer
ic2:fence:0, Barrière en fer
ic2:sheet:0, Feuille de résine
ic2:sheet:1, Rubber Sheet
ic2:sheet:2, Feuille de laine
ic2:glass:0, Verre blindé
ic2:foam:0, Mousse polyuréthane
ic2:foam:1, Mousse polyuréthane renforcée
ic2:wall:0, Mur de mousse polyuréthane (noir)
ic2:wall:1, Mur de mousse polyuréthane (bleu)
ic2:wall:2, Mur de mousse polyuréthane (marron)
ic2:wall:3, Mur de mousse polyuréthane (cyan)
ic2:wall:4, Mur de mousse polyuréthane (gris)
ic2:wall:5, Mur de mousse polyuréthane (vert)
ic2:wall:6, Mur de mousse polyuréthane (bleu clair)
ic2:wall:7, Mur de mousse polyuréthane (gris clair)
ic2:wall:8, Mur de mousse polyuréthane (citron vert)
ic2:wall:9, Mur de mousse polyuréthane (magenta)
ic2:wall:10, Mur de mousse polyuréthane (orange)
ic2:wall:11, Mur de mousse polyuréthane (rose)
ic2:wall:12, Mur de mousse polyuréthane (violet)
ic2:wall:13, Mur de mousse polyuréthane (red)
ic2:wall:14, Mur de mousse polyuréthane (blanc)
ic2:wall:15, Mur de mousse polyuréthane (jaune)
ic2:mining_pipe:0, Tuyau d'extraction minière
ic2:reinforced_door, ic2.reinforced_door.name
ic2:refractory_bricks, ic2.refractory_bricks.name
ic2:uu_matter, ic2.uu_matter.name
ic2:construction_foam, ic2.construction_foam.name
ic2:coolant, ic2.coolant.name
ic2:creosote, ic2.creosote.name
ic2:hot_coolant, ic2.hot_coolant.name
ic2:pahoehoe_lava, ic2.pahoehoe_lava.name
ic2:biomass, ic2.biomass.name
ic2:biogas, ic2.biogas.name
ic2:distilled_water, ic2.distilled_water.name
ic2:superheated_steam, ic2.superheated_steam.name
ic2:steam, ic2.steam.name
ic2:hot_water, ic2.hot_water.name
ic2:weed_ex, ic2.weed_ex.name
ic2:air, ic2.air.name
ic2:hydrogen, ic2.hydrogen.name
ic2:oxygen, ic2.oxygen.name
ic2:heavy_water, ic2.heavy_water.name
ic2:advanced_batpack, ic2.advanced_batpack.name
ic2:alloy_chestplate, ic2.alloy_chestplate.name
ic2:batpack, ic2.batpack.name
ic2:bronze_boots, ic2.bronze_boots.name
ic2:bronze_chestplate, ic2.bronze_chestplate.name
ic2:bronze_helmet, ic2.bronze_helmet.name
ic2:bronze_leggings, ic2.bronze_leggings.name
ic2:cf_pack, ic2.cf_pack.name
ic2:energy_pack, ic2.energy_pack.name
ic2:hazmat_chestplate, ic2.hazmat_chestplate.name
ic2:hazmat_helmet, ic2.hazmat_helmet.name
ic2:hazmat_leggings, ic2.hazmat_leggings.name
ic2:jetpack, ic2.jetpack.name
ic2:jetpack_electric, ic2.jetpack_electric.name
ic2:lappack, ic2.lappack.name
ic2:nano_boots, ic2.nano_boots.name
ic2:nano_chestplate, ic2.nano_chestplate.name
ic2:nano_helmet, ic2.nano_helmet.name
ic2:nano_leggings, ic2.nano_leggings.name
ic2:nightvision_goggles, ic2.nightvision_goggles.name
ic2:quantum_boots, ic2.quantum_boots.name
ic2:quantum_chestplate, ic2.quantum_chestplate.name
ic2:quantum_helmet, ic2.quantum_helmet.name
ic2:quantum_leggings, ic2.quantum_leggings.name
ic2:rubber_boots, ic2.rubber_boots.name
ic2:solar_helmet, ic2.solar_helmet.name
ic2:static_boots, ic2.static_boots.name
ic2:boat:0, Bateau pneumatique endommagé
ic2:boat:1, Bateau pneumatique
ic2:boat:2, Bateau en fibre de carbone
ic2:boat:3, Bateau électrique
ic2:barrel, ic2.barrel.name
ic2:mug:0, Tasse en pierre
ic2:mug:1, Café froid
ic2:mug:2, Café noir
ic2:mug:3, Café
ic2:booze_mug, ic2.booze_mug.name
ic2:crushed:0, Minerai de cuivre broyé
ic2:crushed:1, Minerai d'or broyé
ic2:crushed:2, Minerai de fer broyé
ic2:crushed:3, Minerai de plomb broyé
ic2:crushed:4, Minerai d'argent broyé
ic2:crushed:5, Minerai d'étain broyé
ic2:crushed:6, Minerai d'uranium broyé
ic2:purified:0, Minerai de cuivre broyé pure
ic2:purified:1, Minerai d'or broyé pure
ic2:purified:2, Minerai de fer broyé pure
ic2:purified:3, Minerai de plomb broyé pure
ic2:purified:4, Minerai d'argent broyé pure
ic2:purified:5, Minerai d'étain broyé pure
ic2:purified:6, Minerai d'uranium broyé pure
ic2:dust:0, Poudre de bronze
ic2:dust:1, Poudre d'argile
ic2:dust:2, Poudre de charbon
ic2:dust:3, Poudre de charbon hydratée
ic2:dust:4, Poudre de cuivre
ic2:dust:5, Poudre de diamant
ic2:dust:6, Poudre d'énergium
ic2:dust:7, Poudre d'or
ic2:dust:8, Poudre de fer
ic2:dust:9, Poudre de Lapis Lazuli
ic2:dust:10, Poudre de plomb
ic2:dust:11, Poudre de lithium
ic2:dust:12, Poudre d'obsidienne
ic2:dust:13, Dioxyde de silicone
ic2:dust:14, Poudre d'argent
ic2:dust:15, Poudre de pierre
ic2:dust:16, Poudre de soufre
ic2:dust:17, Poudre d'étain
ic2:dust:18, Petit tas de poudre de bronze
ic2:dust:19, Petit tas de poudre de cuivre
ic2:dust:20, Petit tas de poudre d'or
ic2:dust:21, Petit tas de poudre de fer
ic2:dust:22, Petit tas de poudre de Lapis Lazuli
ic2:dust:23, Petit tas de poudre de plomb
ic2:dust:24, Petit tas de poudre de lithium
ic2:dust:25, Petit tas de poudre d'obsidienne
ic2:dust:26, Petit tas de poudre d'argent
ic2:dust:27, Petit tas de poudre de soufre
ic2:dust:28, Petit tas de poudre d'étain
ic2:dust:29, Poudre d'étain hydratée
ic2:dust:30, Netherrack Dust
ic2:ingot:0, Lingot de métaux
ic2:ingot:1, Lingot de bronze
ic2:ingot:2, Lingot de cuivre
ic2:ingot:3, Lingot de plomb
ic2:ingot:4, Lingot d'argent
ic2:ingot:5, Lingot d'acier
ic2:ingot:6, Lingot d'étain
ic2:plate:0, Plaque de bronze
ic2:plate:1, Plaque de cuivre
ic2:plate:2, Plaque d'or
ic2:plate:3, Plaque de fer
ic2:plate:4, Plaque de Lapis Lazuli
ic2:plate:5, Plaque de plomb
ic2:plate:6, Plaque d'obsidienne
ic2:plate:7, Plaque d'acier
ic2:plate:8, Plaque d'étain
ic2:plate:9, Plaque de bronze dense
ic2:plate:10, Plaque de cuivre dense
ic2:plate:11, Plaque d'or dense
ic2:plate:12, Plaque de fer dense
ic2:plate:13, Plaque de Lapis Lazuli dense
ic2:plate:14, Plaque de plomb dense
ic2:plate:15, Plaque d'obsidienne dense
ic2:plate:16, Plaque d'acier dense
ic2:plate:17, Plaque d'étain dense
ic2:casing:0, Revêtement en bronze
ic2:casing:1, Revêtement en cuivre
ic2:casing:2, Revêtement en or
ic2:casing:3, Revêtement en fer
ic2:casing:4, Revêtement en plomb
ic2:casing:5, Revêtement en acier
ic2:casing:6, Revêtement en étain
ic2:nuclear:0, Combustible nucléaire d'uranium enrichi
ic2:nuclear:1, Uranium 235
ic2:nuclear:2, Uranium 238
ic2:nuclear:3, Plutonium
ic2:nuclear:4, Combustible nucléaire MOX
ic2:nuclear:5, Petit tas d'uranium 235
ic2:nuclear:6, Petit tas d'uranium 238
ic2:nuclear:7, Petit tas de plutonium
ic2:nuclear:8, Pastille de combustible nucléaire d'uranium enrichi
ic2:nuclear:9, Pastille de combustible nucléaire MOX
ic2:nuclear:10, Pastille de combustible RTG
ic2:nuclear:11, Barre de combustible (Uranium appauvri)
ic2:nuclear:12, Double barre de combustible (Uranium appauvri)
ic2:nuclear:13, Quadruple barre de combustible (Uranium appauvri)
ic2:nuclear:14, Barre de combustible (MOX appauvri)
ic2:nuclear:15, Double barre de combustible (MOX appauvri)
ic2:nuclear:16, Quadruple barre de combustible (MOX appauvri)
ic2:misc_resource:0, Cendres
ic2:misc_resource:1, Minerai d'iridium
ic2:misc_resource:2, Fragment d'iridium
ic2:misc_resource:3, Matière UU
ic2:misc_resource:4, Résine collante
ic2:misc_resource:5, Crasses
ic2:misc_resource:6, Iode
ic2:misc_resource:7, Water
ic2:misc_resource:8, Lava
ic2:crafting:0, Caoutchouc
ic2:crafting:1, Circuit électronique
ic2:crafting:2, Circuit avancée
ic2:crafting:3, Alliage avancé
ic2:crafting:4, Plaque d'iridium renforcée
ic2:crafting:5, Bobine
ic2:crafting:6, Moteur électrique
ic2:crafting:7, Conducteur de chaleur
ic2:crafting:8, Chaudière en cuivre
ic2:crafting:9, Barre de combustible (vide)
ic2:crafting:10, Boîte de conserve
ic2:crafting:11, Petite unité de puissance
ic2:crafting:12, Unité de puissance
ic2:crafting:13, Fibre de carbone brut
ic2:crafting:14, Maillage en carbone brut
ic2:crafting:15, Plaque de carbone
ic2:crafting:16, Boule de charbon
ic2:crafting:17, Boule de charbon compressée
ic2:crafting:18, Gros morceau de charbon
ic2:crafting:19, Diamant industriel
ic2:crafting:20, Boule de végétaux
ic2:crafting:21, Bio Chaff
ic2:crafting:23, Reste
ic2:crafting:24, Boite de reste
ic2:crafting:25, Poudre mousse polyuréthane
ic2:crafting:27, Cristal de sauvegarde (pure)
ic2:crafting:29, Manche (fer)
ic2:crafting:30, Manche (acier)
ic2:crafting:31, Pale du rotor en bois
ic2:crafting:32, Pale du rotor en fer
ic2:crafting:33, Pale du rotor en acier
ic2:crafting:34, Pale du rotor en carbone
ic2:crafting:35, Lame de turbine à vapeur
ic2:crafting:36, Turbine à vapeur
ic2:crafting:37, Plaque de fixation pour Jetpack
ic2:crafting:38, Crédit
ic2:crafting:41, Bronze Rotor Blade
ic2:crafting:42, Shaft (Bronze)
ic2:block_cutting_blade:0, Lame de coupe (Fer)
ic2:block_cutting_blade:1, Lame de coupe (Acier)
ic2:block_cutting_blade:2, Lame de coupe (Diamant)
ic2:upgrade_kit:0, MFSU Kit de mise à niveau
ic2:crop_stick, ic2.crop_stick.name
ic2:crop_res:0, Grains de café
ic2:crop_res:1, Poudre de café
ic2:crop_res:2, Engrais
ic2:crop_res:3, Poudre d'oeil
ic2:crop_res:4, Houblon
ic2:crop_res:5, Herbe
ic2:terra_wart, ic2.terra_wart.name
ic2:cropnalyzer, ic2.cropnalyzer.name
ic2:re_battery, ic2.re_battery.name
ic2:advanced_re_battery, ic2.advanced_re_battery.name
ic2:energy_crystal, ic2.energy_crystal.name
ic2:lapotron_crystal, ic2.lapotron_crystal.name
ic2:single_use_battery, ic2.single_use_battery.name
ic2:charging_re_battery, ic2.charging_re_battery.name
ic2:advanced_charging_re_battery, ic2.advanced_charging_re_battery.name
ic2:charging_energy_crystal, ic2.charging_energy_crystal.name
ic2:charging_lapotron_crystal, ic2.charging_lapotron_crystal.name
ic2:heat_storage, ic2.heat_storage.name
ic2:tri_heat_storage, ic2.tri_heat_storage.name
ic2:hex_heat_storage, ic2.hex_heat_storage.name
ic2:plating, ic2.plating.name
ic2:heat_plating, ic2.heat_plating.name
ic2:containment_plating, ic2.containment_plating.name
ic2:heat_exchanger, ic2.heat_exchanger.name
ic2:reactor_heat_exchanger, ic2.reactor_heat_exchanger.name
ic2:component_heat_exchanger, ic2.component_heat_exchanger.name
ic2:advanced_heat_exchanger, ic2.advanced_heat_exchanger.name
ic2:heat_vent, ic2.heat_vent.name
ic2:reactor_heat_vent, ic2.reactor_heat_vent.name
ic2:overclocked_heat_vent, ic2.overclocked_heat_vent.name
ic2:component_heat_vent, ic2.component_heat_vent.name
ic2:advanced_heat_vent, ic2.advanced_heat_vent.name
ic2:neutron_reflector, ic2.neutron_reflector.name
ic2:thick_neutron_reflector, ic2.thick_neutron_reflector.name
ic2:iridium_reflector, ic2.iridium_reflector.name
ic2:rsh_condensator, ic2.rsh_condensator.name
ic2:lzh_condensator, ic2.lzh_condensator.name
ic2:heatpack, ic2.heatpack.name
ic2:uranium_fuel_rod, ic2.uranium_fuel_rod.name
ic2:dual_uranium_fuel_rod, ic2.dual_uranium_fuel_rod.name
ic2:quad_uranium_fuel_rod, ic2.quad_uranium_fuel_rod.name
ic2:mox_fuel_rod, ic2.mox_fuel_rod.name
ic2:dual_mox_fuel_rod, ic2.dual_mox_fuel_rod.name
ic2:quad_mox_fuel_rod, ic2.quad_mox_fuel_rod.name
ic2:lithium_fuel_rod, ic2.lithium_fuel_rod.name
ic2:depleted_isotope_fuel_rod, ic2.depleted_isotope_fuel_rod.name
ic2:tfbp:0, TFBP - Empty
ic2:tfbp:1, TFBP - Refroidissement
ic2:tfbp:2, TFBP - Cultivation
ic2:tfbp:3, TFBP - Désertification
ic2:tfbp:4, TFBP - Platification
ic2:tfbp:5, TFBP - Irrigation
ic2:tfbp:6, TFBP - Champignonfication
ic2:bronze_axe, ic2.bronze_axe.name
ic2:bronze_hoe, ic2.bronze_hoe.name
ic2:bronze_pickaxe, ic2.bronze_pickaxe.name
ic2:bronze_shovel, ic2.bronze_shovel.name
ic2:bronze_sword, ic2.bronze_sword.name
ic2:cutter, ic2.cutter.name
ic2:debug_item, ic2.debug_item.name
ic2:foam_sprayer:0, Pulvérisateur à mousse polyuréthane
ic2:foam_sprayer:0, Pulvérisateur à mousse polyuréthane
ic2:forge_hammer, ic2.forge_hammer.name
ic2:frequency_transmitter, ic2.frequency_transmitter.name
ic2:meter, ic2.meter.name
ic2:tool_box, ic2.tool_box.name
ic2:treetap, ic2.treetap.name
ic2:wrench, ic2.wrench.name
ic2:wrench_new, ic2.wrench_new.name
ic2:crowbar, ic2.crowbar.name
ic2:containment_box, ic2.containment_box.name
ic2:weeding_trowel, ic2.weeding_trowel.name
ic2:crop_seed_bag, ic2.crop_seed_bag.name
ic2:advanced_scanner, ic2.advanced_scanner.name
ic2:chainsaw, ic2.chainsaw.name
ic2:diamond_drill, ic2.diamond_drill.name
ic2:drill, ic2.drill.name
ic2:electric_hoe, ic2.electric_hoe.name
ic2:electric_treetap, ic2.electric_treetap.name
ic2:electric_wrench, ic2.electric_wrench.name
ic2:iridium_drill, ic2.iridium_drill.name
ic2:mining_laser, ic2.mining_laser.name
ic2:nano_saber, ic2.nano_saber.name
ic2:obscurator, ic2.obscurator.name
ic2:scanner, ic2.scanner.name
ic2:wind_meter, ic2.wind_meter.name
ic2:painter:0, Pinceau
ic2:painter:0, Pinceau noir
ic2:painter:0, Pinceau bleu
ic2:painter:0, Pinceau brun
ic2:painter:0, Pinceau cyan
ic2:painter:0, Pinceau gris foncé
ic2:painter:0, Pinceau vert
ic2:painter:0, Pinceau bleu clair
ic2:painter:0, Pinceau gris
ic2:painter:0, Pinceau lime
ic2:painter:0, Pinceau magenta
ic2:painter:0, Pinceau orange
ic2:painter:0, Pinceau rose
ic2:painter:0, Pinceau violet
ic2:painter:0, Pinceau rouge
ic2:painter:0, Pinceau blanc
ic2:painter:0, Pinceau jaune
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
ic2:fluid_cell:0, Cellule de liquide universelle
